WI,2012-10-11,190848
WI,2012-11-13,102656
WI,2013-03-02,210127
WI,2013-03-06,062907
WI,2013-03-20,125152
WI,2013-04-01,010533
WI,2013-04-01,150753
WI,2013-04-15,201453
WI,2013-04-29,174829
WI,2013-05-01,071458
WI,2013-05-07,173647
WI,2013-05-22,222059
WI,2013-05-29,180752
WI,2013-06-29,104958
WI,2013-06-29,172757
WI,2013-07-06,194114
WI,2013-07-10,164941
WI,2013-07-25,175006
WI,2013-07-25,205214
WI,2013-08-03,095046
WI,2013-08-04,034544
WI,2013-08-12,004006
WI,2013-08-18,230350
WI,2013-10-11,011407
WI,2013-12-03,005842
WI,2013-12-11,230713
WI,2014-01-29,144635
WI,2014-01-29,150327
WI,2014-02-02,192902
WI,2014-02-21,181346
WI,2014-02-24,102611
WI,2014-02-27,165352
WI,2014-04-10,003257
WI,2014-04-15,124532
WI,2014-04-15,214242
WI,2014-04-21,174114
WI,2014-04-29,122257
WI,2014-05-12,173128
WI,2014-05-17,061754
WI,2014-05-26,193129
WI,2014-05-27,003132
WI,2014-06-05,065023
WI,2014-06-06,103711
WI,2014-06-13,010726
WI,2014-06-14,182145
WI,2014-06-16,162800
WI,2014-07-02,214654
WI,2014-07-04,101403
WI,2014-07-23,190118
WI,2014-08-23,064736
WI,2014-08-23,064932
WI,2014-09-20,044508
WI,2014-09-24,091924
WI,2014-10-07,214007
WI,2014-10-18,100334
WI,2014-10-18,102400
WI,2014-11-04,163314
WI,2014-11-23,171255
WI,2014-12-11,003016
WI,2014-12-28,131231
WI,2014-12-29,220358
WI,2015-01-21,105153
WI,2015-01-21,112323
WI,2015-01-27,182332
WI,2015-02-17,171400
WI,2015-03-03,222452
WI,2015-03-28,211525
WI,2015-03-29,204844
WI,2015-04-05,195754
WI,2015-04-28,130646
WI,2015-05-03,113947
WI,2015-05-06,020026
WI,2015-05-12,174110
WI,2015-05-28,213706
WI,2015-06-22,221203
WI,2015-07-01,141441
WI,2015-07-10,100329
WI,2015-07-10,235810
WI,2015-07-15,111948
WI,2015-07-26,172525
WI,2015-07-30,001100
WI,2015-08-05,020719
WI,2015-09-01,173013
WI,2015-09-03,144820
WI,2015-09-05,142512
WI,2015-09-15,155002
WI,2015-10-01,052317
WI,2015-10-09,190832
WI,2015-10-30,153513
WI,2015-11-08,211447
WI,2015-11-13,153425
WI,2015-11-30,153016
TI,2011-12-08,023144
TI,2011-12-14,165542
TI,2011-12-14,184604
TI,2011-12-14,204626
TI,2011-12-15,191628
TI,2011-12-18,141504
TI,2011-12-22,111525
TI,2011-12-26,094608
TI,2011-12-28,154908
TI,2011-12-30,215707
TI,2012-01-15,200435
TI,2012-01-21,193355
TI,2012-02-15,100304
TI,2012-02-19,031658
TI,2012-03-06,071057
TI,2012-03-09,225210
TI,2012-03-15,025249
TI,2012-03-19,223155
TI,2012-03-22,083638
TI,2012-03-30,195606
TI,2012-04-02,225433
TI,2012-04-03,070747
TI,2012-04-04,121727
TI,2012-05-09,150715
TI,2012-05-27,073230
TI,2012-06-02,182315
TI,2012-06-08,164634
TI,2012-06-09,062147
TI,2012-06-11,185722
TI,2012-06-20,050916
TI,2012-06-27,075732
TI,2012-07-07,124751
TI,2012-07-09,015715
TI,2012-07-11,014612
TI,2012-07-17,000312
TI,2012-07-23,194118
TI,2012-07-30,205044
TI,2012-07-30,210324
TI,2012-08-01,162428
TI,2012-08-24,203023
TI,2012-09-14,063123
TI,2012-09-17,152908
TI,2012-10-03,202925
TI,2012-10-05,214135
TI,2012-10-13,002202
TI,2012-10-13,072804
TI,2012-10-14,085630
TI,2012-11-02,064129
TI,2012-11-17,162307
TI,2012-11-17,183341
TI,2012-11-22,175337
TI,2012-11-24,110103
TI,2012-11-26,220505
TI,2012-11-28,182918
TI,2012-12-10,183240
TI,2012-12-12,133056
TI,2012-12-14,221255
TI,2012-12-25,103006
TI,2013-01-02,204113
TI,2013-01-04,154130
TI,2013-01-07,034855
TI,2013-01-08,224013
TI,2013-01-12,043654
TI,2013-01-14,023452
TI,2013-01-15,160358
TI,2013-01-20,051003
TI,2013-01-22,220610
TI,2013-03-05,034734
TI,2013-03-07,230541
TI,2013-03-15,233936
TI,2013-03-18,222108
TI,2013-04-03,022519
TI,2013-04-09,232125
TI,2013-04-23,161914
TI,2013-04-29,185859
TI,2013-05-07,080712
TI,2013-05-12,011336
TI,2013-05-17,183807
TI,2013-05-22,211116
TI,2013-05-30,044719
TI,2013-05-30,194605
TI,2013-06-04,230400
TI,2013-06-11,155623
TI,2013-06-13,004508
TI,2013-06-27,040943
TI,2013-07-21,230023
TI,2013-07-25,061525
TI,2013-08-02,203441
TI,2013-08-11,104312
TI,2013-08-12,075740
TI,2013-08-18,214510
TI,2013-08-20,191845
TI,2013-08-24,234544
TI,2013-08-29,235458
TI,2013-09-20,192923
TI,2013-09-25,141702
TI,2013-10-08,165540
TI,2013-10-13,015357
TI,2013-11-02,024704
TI,2013-11-12,223338
TI,2013-11-14,083835
TI,2013-11-14,170129
TI,2013-11-22,222318
TI,2013-11-26,200646
TI,2013-11-27,121552
TI,2013-12-02,220328
TI,2013-12-08,190703
TI,2013-12-14,013727
TI,2013-12-14,013803
TI,2013-12-17,174516
TI,2013-12-30,154356
TI,2014-01-06,063004
TI,2014-01-06,141020
TI,2014-01-18,144032
TI,2014-01-25,180636
TI,2014-02-21,030627
TI,2014-02-28,192531
TI,2014-03-02,133714
TI,2014-03-03,133123
TI,2014-03-10,135704
TI,2014-03-10,232900
TI,2014-03-19,134040
TI,2014-04-02,053259
TI,2014-04-29,135731
TI,2014-05-01,201323
TI,2014-05-13,173033
TI,2014-05-15,091958
TI,2014-05-17,054658
TI,2014-06-07,153119
TI,2014-06-21,055804
TI,2014-06-23,180138
TI,2014-07-01,151149
TI,2014-07-17,225505
TI,2014-07-24,010850
TI,2014-07-24,011009
TI,2014-07-24,152425
TI,2014-08-04,192456
TI,2014-08-04,192728
TI,2014-08-31,031728
TI,2014-09-03,193755
TI,2014-09-11,114114
TI,2014-09-11,123241
TI,2014-09-29,204117
TI,2014-10-08,215347
TI,2014-10-09,182914
TI,2014-10-13,132722
TI,2014-10-29,170617
TI,2014-11-21,111325
TI,2014-11-29,021134
TI,2014-12-23,105148
TI,2014-12-31,111127
TI,2015-02-02,004308
TI,2015-02-12,225319
TI,2015-02-17,073920
TI,2015-03-02,033708
TI,2015-04-10,022325
TI,2015-04-13,214324
TI,2015-04-27,091510
TI,2015-05-06,182816
TI,2015-05-08,214819
TI,2015-05-09,020413
TI,2015-05-09,045341
TI,2015-05-09,125131
TI,2015-05-25,184705
TI,2015-05-28,013212
TI,2015-06-04,204436
TI,2015-06-06,210153
TI,2015-06-17,181437
TI,2015-06-26,154303
TI,2015-06-30,193610
TI,2015-07-01,061503
TI,2015-07-05,153027
TI,2015-07-19,183345
TI,2015-07-29,231642
TI,2015-08-19,233717
TI,2015-08-25,211854
TI,2015-08-26,193704
TI,2015-08-28,021144
TI,2015-09-10,181058
TI,2015-09-12,183646
TI,2015-09-17,124502
TI,2015-09-18,032014
TI,2015-10-03,150032
TI,2015-10-23,103137
TI,2015-10-23,110523
TI,2015-10-27,204722
TI,2015-11-07,093946
TI,2015-11-30,164536
TI,2015-12-01,014242
QI,2012-01-13,133351
QI,2012-02-09,141750
QI,2012-03-03,185654
QI,2012-03-15,191435
QI,2012-04-12,171252
QI,2012-04-23,122724
QI,2012-04-27,130050
QI,2012-05-05,043347
QI,2012-05-26,035210
QI,2012-06-11,213051
QI,2012-06-18,021056
QI,2012-06-21,140715
QI,2012-06-29,141922
QI,2012-06-30,124953
QI,2012-07-02,025214
QI,2012-07-15,180917
QI,2012-07-24,060640
QI,2012-08-13,003222
QI,2012-08-21,043553
QI,2012-08-23,181358
QI,2012-08-24,072110
QI,2012-08-26,021548
QI,2012-08-26,040641
QI,2012-08-26,182500
QI,2012-08-28,124541
QI,2012-08-30,231423
QI,2012-08-30,233519
QI,2012-08-30,233547
QI,2012-08-31,014245
QI,2012-09-04,213820
QI,2012-09-07,215617
QI,2012-09-08,080803
QI,2012-09-15,211635
QI,2012-09-15,225749
QI,2012-09-23,100604
QI,2012-09-29,031755
QI,2012-10-26,185846
QI,2012-10-28,144144
QI,2012-12-12,154455
QI,2012-12-18,193143
QI,2013-01-10,204412
QI,2013-01-20,135612
QI,2013-02-21,192857
QI,2013-02-22,180006
QI,2013-03-21,142458
QI,2013-04-03,124407
QI,2013-04-05,124712
QI,2013-04-29,225741
QI,2013-04-30,144658
QI,2013-05-04,073917
QI,2013-05-04,161245
QI,2013-05-06,182445
QI,2013-05-07,162256
QI,2013-05-12,122317
QI,2013-06-05,145404
QI,2013-06-11,212813
QI,2013-06-12,202904
QI,2013-06-14,190016
QI,2013-06-14,190337
QI,2013-06-17,172332
QI,2013-06-22,201848
QI,2013-06-22,212115
QI,2013-06-23,193841
QI,2013-06-30,184651
QI,2013-07-03,150503
QI,2013-07-03,203329
QI,2013-07-04,203349
QI,2013-07-04,215255
QI,2013-07-05,174630
QI,2013-07-05,200645
QI,2013-07-19,170623
QI,2013-07-23,204710
QI,2013-07-30,172156
QI,2013-07-30,202350
QI,2013-08-22,020946
QI,2013-08-23,211545
QI,2013-09-03,140935
QI,2013-09-06,123552
QI,2013-09-18,184057
QI,2013-10-19,055302
QI,2013-11-05,213642
QI,2013-11-26,010255
QI,2013-12-03,115118
QI,2013-12-05,213647
QI,2014-01-16,115455
QI,2014-01-26,105336
QI,2014-02-19,082123
QI,2014-02-28,041913
QI,2014-03-09,173952
QI,2014-03-13,200534
QI,2014-04-03,123636
QI,2014-04-10,235308
QI,2014-05-17,214140
QI,2014-05-20,183650
QI,2014-05-21,103213
QI,2014-05-21,165731
QI,2014-05-22,074420
QI,2014-05-22,160954
QI,2014-05-27,225531
QI,2014-06-03,000447
QI,2014-06-08,082041
QI,2014-06-08,142852
QI,2014-06-11,231748
QI,2014-06-15,233705
QI,2014-06-18,174748
QI,2014-06-18,180639
QI,2014-06-21,043120
QI,2014-06-30,143145
QI,2014-07-05,125725
QI,2014-07-28,054930
QI,2014-07-29,093815
QI,2014-07-30,191255
QI,2014-08-05,062658
QI,2014-08-05,165252
QI,2014-08-05,170930
QI,2014-08-06,152239
QI,2014-08-10,184217
QI,2014-08-14,030036
QI,2014-08-14,175434
QI,2014-08-14,175555
QI,2014-08-19,161706
QI,2014-08-22,050609
QI,2014-09-04,102433
QI,2014-09-04,142215
QI,2014-09-05,153715
QI,2014-09-05,162612
QI,2014-09-18,214254
QI,2014-09-27,201730
QI,2014-10-16,103124
QI,2014-10-16,114400
QI,2014-11-04,162340
QI,2014-12-04,200550
QI,2014-12-05,112543
QI,2014-12-06,123731
QI,2015-01-13,124236
QI,2015-01-09,100529
QI,2015-01-22,090140
QI,2015-02-16,055806
QI,2015-03-10,091107
QI,2015-03-19,013221
QI,2015-04-06,120555
QI,2015-04-11,130343
QI,2015-05-28,083003
QI,2015-06-24,080841
QI,2015-06-27,201247
QI,2015-06-27,224636
QI,2015-06-28,094004
QI,2015-06-29,150359
QI,2015-06-29,184207
QI,2015-06-30,065339
QI,2015-07-02,144741
QI,2015-07-03,012428
QI,2015-07-18,134335
QI,2015-07-30,232103
QI,2015-07-31,002550
QI,2015-07-31,162405
QI,2015-08-04,182756
QI,2015-08-10,145935
QI,2015-09-22,091701
QI,2015-10-03,134913
QI,2015-10-06,204422
QI,2015-10-21,151621
QI,2015-11-05,213005
QI,2015-11-06,184302
QI,2015-11-20,112920
QI,2015-11-22,150559
